6,7,10,9,8,7,8,4,3,15,12,4,15,5,6,0,5,3,26,6,15,4,10,3,0,15,1,4,2,9,11,7,4,7,13,6,3,8,2,6,4,4,0,3,4,3,11,10,8,2,2,10,2,12,1,5,0,2,2,3,3,5,5,11,15,3,7,1,6,8
10,3,6,5,2,6,3,6,4,4,2,2,2,4,4,0,5,5,5,2,0,5,6,2,3,5,1,2,0,6,5,5,0,3,3,7,4,8,0,3,4,3,0,1,4,0,2,2,2,2,1,1,0,2,0,3,0,3,0,0,3,2,3,2,14,0,5,4,3,10
10,11,3,2,5,4,3,7,1,4,3,0,5,2,4,2,2,4,5,4,4,1,7,7,5,7,1,1,0,6,1,2,1,1,3,4,2,3,0,8,2,2,0,3,6,4,2,4,1,4,3,1,0,0,4,2,2,2,7,4,1,0,1,1,14,3,2,6,6,6
3,7,2,2,4,6,5,4,0,13,0,2,3,2,8,0,1,1,6,2,1,1,3,2,0,3,2,2,4,3,1,4,1,3,2,7,2,5,4,3,9,1,1,0,8,3,3,0,1,0,2,0,0,3,5,1,3,1,4,3,4,2,4,2,5,3,4,1,13,2
10,8,2,5,3,11,1,4,0,3,3,1,10,5,7,1,4,4,16,6,1,4,1,9,2,10,6,2,1,4,9,3,3,5,0,10,0,1,1,3,5,1,0,8,4,4,7,3,6,1,1,5,0,1,0,3,3,1,6,0,1,2,2,6,8,3,2,3,6,2
6,4,4,4,3,3,1,1,4,5,4,2,8,2,5,0,3,0,7,6,2,7,2,1,0,10,1,5,1,5,6,5,0,2,2,8,1,6,0,2,2,1,0,1,7,1,1,6,7,1,2,5,0,3,1,2,1,1,1,1,5,1,1,5,5,3,4,2,3,4
0,3,1,1,0,0,1,0,3,1,1,0,0,1,2,0,1,2,1,2,2,0,5,1,0,0,0,0,0,2,3,0,5,1,0,2,2,1,4,1,4,1,1,0,9,2,1,2,3,0,4,2,0,0,0,1,0,2,3,0,2,1,1,0,9,3,4,2,1,4
3,3,2,12,2,4,2,0,2,4,0,1,0,2,0,0,0,0,3,2,2,1,1,1,0,1,1,0,0,0,2,2,0,0,3,4,2,1,0,1,5,1,0,1,2,1,1,0,1,1,0,0,0,1,0,0,2,1,4,2,1,0,1,0,0,0,0,1,3,2
1,0,0,1,0,1,6,0,0,3,1,0,1,1,0,0,0,1,0,1,3,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
2,3,4,3,0,1,1,2,1,0,5,1,0,0,0,0,0,0,3,1,1,2,3,1,2,1,0,1,0,1,1,1,0,1,2,0,1,2,1,0,1,2,0,0,4,1,1,2,3,1,1,1,0,0,2,0,0,1,1,1,2,0,2,2,2,0,1,6,1,4
5,5,1,3,2,5,0,1,1,5,2,0,4,0,1,0,0,3,7,0,0,2,1,2,5,0,0,5,1,1,2,1,0,0,0,2,5,1,0,1,4,0,0,0,0,0,6,2,1,0,0,3,0,5,2,1,1,1,0,0,0,2,1,2,1,1,0,0,1,4
2,5,2,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,2,0,2,2,0,0,0,4,2,0,0,3,2,0,0,1,0,1,0,1,3,1,1,0,0,2,2,0,0,2,0,0,0,0,0,0,2,2,1,2,0,0,0,1,1,1,4,1,0,0,1,0
0,1,1,2,4,7,1,0,0,3,2,1,0,0,0,1,1,4,5,1,2,2,1,1,0,8,2,1,0,0,2,2,0,2,1,3,0,0,1,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,3,2,2,1,0,2,1
2,3,2,0,5,1,2,3,1,19,3,1,2,4,1,0,2,2,4,2,1,0,0,1,0,5,1,1,4,0,3,4,0,1,2,10,1,1,3,0,4,1,0,0,5,4,4,2,5,2,1,0,0,0,3,1,2,2,3,0,1,0,0,0,2,2,1,3,8,2
0,1,0,0,2,1,0,1,1,0,0,0,1,0,1,0,4,0,8,2,0,1,1,0,2,2,0,1,0,1,0,2,0,2,0,0,0,1,0,0,5,0,0,0,0,1,4,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2,1,1,0,1,1,0
0,0,1,0,2,2,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,3,0,0,0,0,0,2,0,1,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,0,0,0,2,0,0,1,0,1,1,1,2,0,0,0,3,1,2,0,0,1,0,0,0,2,0,0,1,0,1,0,0,2,1,1,0,1,0,0,2,0,0,0,0,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0
0,1,0,1,1,3,2,2,1,4,1,0,0,0,2,0,2,1,0,5,1,2,1,2,0,3,0,1,1,1,2,0,2,0,0,2,0,2,4,0,1,1,0,0,5,0,1,4,2,0,0,0,0,1,2,1,0,0,0,0,3,1,2,0,3,4,2,3,1,1
2,1,1,0,0,4,1,1,0,0,0,0,2,1,3,1,5,1,9,0,0,4,0,9,2,1,3,2,0,0,4,3,0,2,0,3,0,2,0,1,2,0,0,2,1,4,6,1,0,0,1,0,0,0,0,5,0,1,0,0,1,0,1,0,4,0,0,0,2,1
3,2,0,4,0,4,2,0,1,6,4,0,0,1,1,0,1,1,3,5,1,1,1,1,0,3,0,2,0,5,2,1,0,0,2,6,1,2,3,2,1,1,1,1,7,1,2,4,2,1,2,2,0,1,1,0,0,1,3,2,1,0,2,3,6,2,1,4,1,0
8,1,3,3,2,5,1,0,0,6,1,1,1,0,1,0,1,1,1,3,1,7,2,0,0,8,0,0,1,1,2,1,1,1,0,2,1,1,2,0,1,0,0,0,0,1,2,1,3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,4,3,1,0,3,0,2
1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,1,1,0,0,4,0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,1,1,4,0,1,1,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,0
0,2,1,2,3,1,4,2,0,1,1,0,0,0,2,0,2,0,2,3,0,3,1,2,0,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,3,0,1,0,3,0,1,1,2,0,2,3,0,0,2,0,1,2,3,0,3,2,1,2,1,0,1,2,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,4,2,0,2,0,1,1,0,2,0,3,0,1,0,4,1,0,0,0,1,1,3,0,0,0,0,0,1,0,1,0,2,0,1,0,0,2,1,0,1,1,1,3,0,0,0,0,0,0,0,0,3,4,0,1,0,0,1,0,0,1,2,0,1,1,0
2,2,3,0,3,4,3,2,0,3,1,0,3,1,1,0,7,2,8,2,2,2,0,1,1,4,0,3,0,2,6,0,0,0,3,1,0,2,1,1,2,0,0,1,2,1,9,1,2,1,1,0,1,1,1,1,0,0,4,0,1,2,1,2,1,1,0,0,2,2
0,2,3,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1,1,2,1,1,0,0,1,3,0,0,1,0,1,0,1,3,0,0,0,1,0,0,0,2,0,2,1,2,1,0,1,0,3,0,0,1,0,0,1,0,0,0,1,0,3,0,0,1,2,0,0,1,1,0,0,0,1,1,0,3,1,1,1,1,0,0,0,2
0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,2,1,1,0,1,0,4,2,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,2,2,4,0,2,1,2,1
2,7,2,2,3,1,2,1,0,8,2,0,0,2,1,0,0,3,1,0,2,2,1,3,0,2,0,2,1,0,2,1,0,1,0,7,0,2,6,0,3,0,1,0,6,7,2,0,2,1,0,1,0,1,2,1,0,1,2,2,1,2,0,4,1,1,1,2,10,2
4,2,3,2,1,1,1,0,0,1,0,0,5,0,2,0,3,2,4,0,1,2,2,4,1,2,3,2,0,2,3,5,0,4,0,3,0,0,0,1,4,1,0,0,0,2,1,0,1,2,0,2,0,0,1,1,0,0,0,1,0,1,0,1,2,0,0,0,2,1
5,1,2,3,2,2,0,0,0,2,0,1,1,0,4,1,6,1,8,0,1,0,0,0,5,1,0,0,0,1,3,0,0,4,1,1,0,0,0,0,2,0,0,1,1,1,1,0,1,0,0,1,0,0,0,2,1,2,0,1,1,2,0,1,2,1,0,1,2,1
1,2,0,0,0,0,2,1,0,0,1,0,1,0,2,0,0,0,1,1,1,1,0,0,0,2,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
3,0,2,0,0,0,0,2,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,1,3,2,0,2,0,0,2,0,1,0,1,4,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,3,2,0,0,0,0,2,1,1,0,0,0,0,2,0,1,2,0,0,0,0,1,1
2,2,2,1,0,3,1,1,0,0,1,0,2,2,2,0,1,0,4,1,0,5,0,6,0,1,0,0,2,5,3,2,1,0,0,5,0,4,1,3,9,0,0,1,2,5,2,0,0,3,0,0,0,0,0,2,1,0,0,0,0,1,1,1,0,1,0,0,3,0
5,10,0,1,0,4,2,1,0,3,7,0,1,0,1,1,1,0,1,1,3,3,0,0,0,2,0,2,2,1,1,0,1,3,2,0,0,1,0,1,0,1,0,0,2,0,1,1,2,1,0,0,0,2,4,1,1,3,1,0,2,1,2,2,2,0,0,0,1,0
4,5,3,6,0,1,2,0,3,3,3,0,1,3,1,0,2,0,4,3,3,1,1,5,0,3,1,0,2,4,2,0,0,1,1,4,0,1,5,2,3,1,2,0,10,1,1,0,1,0,0,1,0,0,0,0,2,1,6,1,1,0,4,1,5,1,2,2,5,2
1,5,1,3,0,2,3,0,0,0,1,0,2,2,0,0,0,1,0,3,2,2,1,2,0,4,0,1,1,5,1,2,0,0,1,4,0,3,1,2,2,0,2,0,4,4,2,1,0,1,1,1,0,1,2,3,0,2,4,4,1,1,1,3,1,0,2,0,4,5
0,3,0,1,2,2,0,1,0,1,1,1,0,1,1,0,0,2,1,0,3,1,0,1,0,3,0,1,0,3,0,2,1,0,3,1,0,4,3,0,0,1,0,1,6,1,0,4,0,2,3,0,0,0,2,1,0,1,1,1,4,1,4,4,5,3,3,0,0,3
0,0,1,3,2,1,1,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,3,0,0,2,1,5,0,0,2,0,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,5,0
0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,1,0,3,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,4,0,0,0,0,2,0,1,3,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,3,1,0,1,0,1,0
1,2,0,2,0,0,2,2,1,0,0,1,0,3,1,0,0,1,2,1,1,2,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,2,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,2,1,0,0,0,3,2,1
2,1,0,0,4,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2,0,1,0,1,0,2,1,0,1,1,2,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,3
6,12,3,11,1,2,3,1,0,1,4,0,5,4,3,1,1,4,0,8,7,0,1,0,1,2,0,3,7,3,2,0,1,2,2,5,0,5,10,1,0,1,4,0,2,2,3,8,2,3,1,5,0,2,2,0,0,2,6,7,2,1,5,3,8,2,4,2,1,5
1,2,1,0,0,4,0,0,0,2,2,0,1,1,4,0,1,0,6,0,1,1,0,4,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,8,0,0,2,1,0,2,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,2,1,1,0,0,0
3,0,2,0,0,2,0,0,0,2,0,0,4,0,2,2,1,0,6,0,0,0,0,0,1,1,1,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2
2,6,4,1,2,0,1,1,2,4,2,1,2,0,0,0,0,1,5,4,3,0,3,1,0,3,0,3,0,2,0,3,3,0,2,1,2,4,5,1,2,3,1,0,5,2,4,1,3,2,1,2,0,0,3,0,0,1,4,1,1,0,5,2,6,0,0,2,1,5
5,7,1,1,2,7,2,0,0,4,2,0,4,0,1,0,1,1,2,2,3,2,1,0,0,4,0,1,0,1,1,2,1,0,2,2,2,3,1,4,0,1,0,1,3,1,3,6,2,0,0,0,0,2,2,0,1,0,0,0,1,0,1,4,4,0,0,2,3,4
0,2,4,1,3,0,0,0,0,1,1,0,2,0,0,0,2,0,1,1,0,2,0,3,0,1,0,0,0,2,1,2,0,2,0,1,0,2,1,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,0
2,7,0,0,1,2,1,0,0,2,1,0,0,2,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,3,0,1,0,0,1
2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,1,1,0,2,1,0,1,0,1,1,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,3,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3,1,0,0,0,1,0,1,0,2,6,0,2,0,1,0,0,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,0,6,0,1,0,2,0,0,1,0,1,1,0,0,1,1,2,2,0,0,2,0,0,0,2,0,0
0,5,0,0,0,2,2,4,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,2,0,4,0,0,2,0,3,0,1,3,1,0,0,1,0,1,0,0,1,0,1,2,1,1,3,3,3,1,1,2,3,3
0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,2,3,0,1,0,0,0,0,0,1,3,3,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,3,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0
1,2,1,3,0,0,2,0,0,1,3,1,0,0,0,0,1,2,1,1,1,0,2,1,0,0,1,0,1,2,1,0,1,0,0,0,0,1,0,3,2,0,0,0,3,1,2,2,0,2,1,0,0,2,0,0,0,3,0,1,1,0,0,1,3,0,2,1,1,2
3,6,5,0,3,5,0,3,0,2,3,1,3,6,0,0,2,0,3,5,0,2,2,3,1,0,2,1,1,0,3,3,0,2,0,2,1,6,2,1,6,1,1,1,6,1,2,1,0,2,0,1,0,0,0,0,1,1,1,0,2,1,0,1,0,1,1,0,5,1
