14,19,10,13,21,13,3,5,2,2,3,3,7,4,2,15,9,5,7,1,1,5,7,0,2,5,2,4,1,4,0,6,2,0,1,1,3,3,2,0,0,1,2,1,1,0,2,0,3,0,1,3,3,0,3,0,2,1,3,1,2,6,1,0,1,0,0,1,0,2
22,15,20,13,11,5,12,8,5,8,7,3,1,3,0,1,0,7,0,8,5,1,5,0,0,1,1,3,6,2,1,0,2,0,2,0,3,3,8,3,0,8,7,1,5,0,1,4,4,1,5,1,3,1,4,0,1,1,2,6,3,1,5,1,2,5,1,2,0,3
11,16,6,4,8,4,3,2,1,1,1,1,1,6,0,0,3,2,1,2,2,1,1,2,4,5,1,2,0,3,0,0,0,1,0,1,0,2,1,0,2,5,1,1,0,0,1,1,0,2,0,1,0,0,0,1,0,0,3,1,1,0,1,0,0,0,1,0,0,0
12,9,1,6,8,3,8,7,2,9,1,0,0,2,1,1,2,1,0,1,2,0,3,0,0,1,2,0,4,6,0,0,2,0,0,2,0,6,3,0,0,1,0,1,2,0,0,1,0,0,1,2,0,0,0,0,1,3,1,1,1,1,1,0,0,0,1,1,2,1
19,6,5,2,4,6,2,2,1,1,1,0,6,0,3,2,2,0,4,4,3,3,0,2,5,1,4,1,0,1,3,1,0,0,0,1,1,1,0,0,0,0,0,3,0,0,1,0,0,3,0,1,0,0,1,1,1,0,2,2,2,0,0,0,1,0,0,0,1,1
4,10,7,10,9,1,10,6,8,7,3,6,2,1,0,2,2,4,1,3,5,9,4,0,3,10,1,2,0,4,0,3,2,1,8,0,3,2,0,0,0,3,3,0,1,1,0,2,1,0,1,2,1,1,1,0,0,2,1,1,1,1,4,1,0,0,2,0,0,2
4,10,4,6,3,3,5,1,9,0,1,0,0,4,0,3,0,1,0,3,0,0,3,0,0,0,0,3,8,4,0,0,7,1,0,0,0,1,2,1,1,0,1,0,4,0,0,1,0,0,0,0,0,1,0,0,0,7,2,0,0,0,5,0,4,1,3,2,1,5
6,7,5,8,2,4,1,0,0,2,2,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,1
2,0,0,0,0,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0
7,27,6,4,2,10,8,6,1,0,3,8,2,0,0,1,0,4,1,0,3,2,3,0,0,0,1,4,3,2,0,1,1,0,4,0,4,1,0,1,0,2,0,2,7,0,0,3,2,0,3,2,0,0,2,0,0,1,0,6,0,1,2,0,1,9,2,1,1,7
15,18,6,8,5,11,8,7,4,5,7,3,3,1,0,0,0,5,0,3,1,0,0,0,2,4,0,2,2,1,0,0,3,1,6,0,3,2,3,2,0,2,1,0,4,0,0,1,1,0,1,6,1,3,2,1,2,1,1,4,1,3,6,3,1,4,3,3,0,1
2,8,2,1,3,4,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,1,0,0,2,0,2
39,11,8,9,18,8,4,4,2,1,4,0,3,0,1,2,3,3,13,1,0,2,2,2,1,1,4,1,0,2,8,5,0,4,3,5,0,1,1,0,1,3,0,3,1,1,1,1,0,1,0,1,0,0,0,2,0,0,3,1,0,0,1,0,1,0,0,0,2,0
6,12,9,4,0,2,3,2,0,6,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,4,1,0,0,1,0,0,0,1,3,0,0,0,3,1,1,0,1,0,0,1,0,0,0,0,3,0,0,0,5,2,0,0,2,1,0,1,1,0,0,0
20,7,4,8,10,4,2,4,0,3,1,4,1,3,2,0,3,0,3,0,0,2,0,0,0,1,2,1,0,5,4,3,0,7,0,2,1,3,1,0,0,1,1,0,0,0,2,0,1,1,0,0,2,0,0,3,2,0,1,0,2,0,1,0,0,0,0,0,2,0
3,1,1,2,1,1,2,1,3,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,5,2,9,19,12,3,3,2,6,0,1,6,3,3,0,0,1,7,2,5,1,3,0,1,5,0,6,2,2,2,4,3,3,1,2,0,1,0,0,2,1,1,1,1,0,4,0,4,1,1,0,0,1,0,2,0,1,0,1,1,6,1,0,0,1,1,1,0,1
9,4,5,1,4,10,6,0,0,1,3,1,0,1,1,1,0,1,0,2,0,0,0,1,0,2,0,2,2,0,1,0,2,0,2,0,1,0,2,0,0,0,3,0,3,0,0,0,2,0,1,0,0,1,1,0,0,1,1,0,0,0,0,2,3,2,1,4,0,2
18,5,4,4,18,5,2,3,1,6,2,0,2,2,1,1,5,0,6,0,0,1,1,3,1,1,6,1,0,2,7,3,2,2,2,0,1,1,0,0,0,0,1,0,0,2,3,1,0,0,0,0,1,0,1,5,2,1,5,2,0,3,0,1,0,1,0,0,1,0
6,10,7,12,6,5,3,7,1,0,2,3,1,7,0,2,1,2,0,2,3,1,0,0,1,3,2,2,0,7,0,0,0,0,2,1,2,0,0,0,0,4,4,1,4,0,0,1,0,0,2,1,1,1,5,0,1,1,1,3,0,1,1,1,1,2,1,4,4,2
22,9,4,1,2,6,1,2,1,3,2,5,0,1,0,0,2,3,2,3,4,1,1,0,0,2,0,1,1,0,0,0,1,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,3,0,2,1,0,2,3,0,0,0,1,1,1,3,2,6,1,2,0,1,0,0
22,7,4,4,6,12,5,4,5,4,1,1,2,1,2,0,7,0,10,3,0,1,1,0,1,2,4,3,0,3,4,5,2,3,0,2,0,0,0,0,2,1,0,0,0,2,4,2,1,3,2,0,0,1,0,0,2,1,4,0,0,2,1,1,0,1,0,0,1,0
6,0,1,1,2,4,3,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,1,2,1,1,0,0
1,4,2,3,5,0,0,2,0,0,0,0,1,1,2,1,2,0,4,0,0,1,0,0,2,0,0,0,0,2,0,1,1,1,2,7,0,1,0,0,2,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,3,0,3,0,0,1,0,0,0,0,0,0,5,0
8,4,7,7,7,6,0,0,1,1,0,1,1,2,3,0,2,1,2,1,1,1,0,1,2,0,2,0,0,2,1,3,1,2,0,3,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0
21,10,5,8,7,16,1,4,7,1,1,2,7,0,5,9,6,2,7,1,1,10,5,0,1,2,5,7,1,5,2,6,3,4,1,1,1,0,2,2,1,2,1,3,0,0,6,0,3,2,3,3,2,0,4,0,3,1,3,1,1,2,4,2,0,0,0,0,1,2
2,1,3,0,3,2,1,1,1,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,3,1,2,0,0,0,0,1,0,4,1,1,0,0,0,0,6,2,0,0,0,0,5,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
